,GCF_002055515.1,GCF_003287895.1,GCF_002222595.2,GCF_000769635.1,GCF_000240185.1,GCF_023520795.1,GCF_001558775.1,GCF_010669205.1,GCF_900637655.1,GCF_009648975.1,GCF_000961215.1,GCF_016698705.1,GCF_008632635.1,GCF_900660465.1,GCF_008693705.1,GCF_001865765.1,GCF_015159595.1,GCF_016728665.1,GCF_000959505.1,GCF_003006415.1,GCF_000144405.1,GCF_020405345.1,GCF_016576965.1,GCF_003367905.1,GCF_900660445.2,GCF_001689125.2,GCF_017310215.1,GCF_000013425.1,GCF_006094375.1
2.A.6.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2.A.7.1,0.0,0.0,0.83,0.0,0.0,0.0,0.67,0.0,0.5,0.33,0.0,0.0,0.83,0.0,0.0,1.0,0.33,0.0,0.67,0.0,0.5,0.5,0.0,0.33,0.33,0.17,0.0,0.5,0.17
2.A.7.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.A.7.7,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0
2.A.7.26,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2.A.7.31,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2.A.7.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2.A.9,0.0,0.0,0.33,0.33,0.33,0.0,0.33,0.0,0.33,0.33,0.0,0.33,0.33,0.67,0.33,0.33,1.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.0,0.0,0.33,0.33
2.A.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
2.A.14,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0
2.A.16,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.67,0.33,0.33,0.0,0.0,0.33,0.0,0.33,0.67,1.0,0.67,0.0,0.0,0.33,0.33,0.0
2.A.17,0.0,0.0,0.4,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.2,1.0,0.4,0.2,0.2,0.4,0.0,1.0,0.2,0.4,0.2,0.2,0.6,0.2,0.0,0.0,0.2,0.4
2.A.20,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5
2.A.24,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0
2.A.27,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0
2.A.28,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.75,0.75,0.0,0.25,0.5,0.5,0.5,0.75,0.0,0.75,0.5,0.0,0.25,0.5,0.5,0.25,0.0,0.0,0.0,1.0,0.25
2.A.33,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2.A.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.A.41,0.0,0.0,1.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.6,0.0,0.6,0.0,0.8,0.2,0.0,0.8,0.4,0.0,0.0,0.0,0.2
2.A.42,0.0,0.0,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.88,0.5,0.25,0.0,0.0,0.38,0.88,0.0,0.88,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
2.A.46,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5
2.A.47,0.0,0.0,0.43,0.14,0.43,0.0,0.0,0.0,0.0,0.14,0.0,0.14,1.0,0.29,0.14,0.0,0.29,0.0,0.43,0.14,0.57,0.0,0.43,0.57,0.29,0.14,0.0,0.14,0.14
2.A.53,0.0,0.0,0.29,0.0,0.0,0.0,1.0,0.0,0.29,0.0,0.0,0.0,0.71,0.14,0.0,0.29,0.0,0.0,0.71,0.0,0.43,0.71,0.0,0.29,0.14,0.0,0.0,0.29,0.71
2.A.55,0.0,0.0,0.17,0.0,0.33,0.0,0.83,0.0,0.17,0.17,0.0,0.17,0.33,0.33,0.0,0.0,0.33,0.0,0.17,0.17,0.17,1.0,0.17,0.17,0.33,0.0,0.0,0.17,0.17
2.A.59,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,1.0,0.0,0.33,0.0,0.67,0.0,1.0,0.0,0.0,0.33,0.33,0.67,0.33,0.0,0.0,1.0,0.33,0.0
2.A.61,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.33,0.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0
2.A.64,0.0,0.0,0.57,0.43,0.29,0.0,0.57,0.0,0.57,0.57,0.0,0.0,0.57,0.43,0.43,0.86,0.29,0.57,0.57,0.0,0.57,0.57,0.43,0.57,0.0,0.0,0.0,1.0,0.57
2.A.66.4,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5
2.A.75,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2.A.80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.A.81,0.0,0.0,0.67,0.67,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.67,0.67,0.67,0.67,0.33,0.0,0.0,1.0,0.67,0.67,0.33,0.0,0.67,0.0,0.0,0.0,0.33,0.0
2.A.83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.A.95,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.75,0.75,0.0,0.75,0.0,0.0,0.0,0.25,0.25
2.A.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.A.106,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
2.A.108,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0
2.A.109,0.0,0.0,0.43,0.14,0.14,0.0,0.29,0.0,0.43,0.29,0.0,0.0,0.71,0.14,0.14,1.0,0.14,0.29,0.86,0.14,0.43,0.29,0.14,0.57,0.14,0.0,0.0,0.43,0.29
2.A.117,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2.A.121,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.A.123,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.A.133,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.33,1.0
2.C.1,0.0,0.0,0.52,0.0,0.0,0.0,0.48,0.0,0.35,0.04,0.0,0.26,0.52,0.0,0.0,0.3,0.0,0.0,0.43,0.13,0.48,1.0,0.0,0.3,0.0,0.0,0.0,0.35,0.83
3.A.3.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.A.15,0.0,0.0,0.57,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.57,0.48,0.0,0.57,0.0,0.0,0.0,0.0,0.57
3.D.1,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.92,0.0,0.0,0.52,0.0,0.0,1.0,0.0,0.52,0.0,0.0,0.52,0.0,0.0,0.24,0.52,0.56
3.D.2,0.0,0.0,0.67,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.67,0.0,0.0,1.0,0.0,0.0,0.67,0.0,0.67,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
3.D.3,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75
3.D.4,0.0,0.0,0.47,0.15,0.18,0.0,0.62,0.0,0.32,0.0,0.0,0.15,0.38,0.15,0.12,0.32,0.12,0.0,0.38,0.15,0.47,1.0,0.15,0.35,0.18,0.0,0.0,0.32,0.47
3.D.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88,1.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0
3.D.6,0.0,0.0,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.78,0.0,0.0
4.A.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.27,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.A.7,0.0,0.0,0.25,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.25,0.25,0.0,0.5,0.0,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
4.B.1,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5
4.H.1,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0
5.A.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
5.A.3,0.0,0.0,0.62,0.0,0.12,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.12,0.0,0.0,0.12,0.0,1.0,0.0,0.62,0.12,0.12,0.29,0.25,0.0,0.0,0.0,0.0
5.B.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5.B.10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8.A.1,0.0,0.0,0.46,0.0,0.0,0.0,0.62,0.0,0.23,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.77,0.0,0.54,0.85,0.0,0.38,0.0,0.0,0.0,0.23,0.54
8.A.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.A.11,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.5
8.A.48,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
8.A.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.A.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.A.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.A.120,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8.A.131,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
8.A.139,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8.A.150,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0
8.A.153,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
8.A.163,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.33,0.33,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.33,1.0
8.A.164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.A.180.1,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.67,0.0,0.33,0.67,0.0,0.33,0.0,0.0,0.0,0.67,1.0
8.A.190,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.A.212,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.0,0.33,1.0,0.33,0.0,0.0,0.0,0.0,0.33,1.0
8.A.213,0.0,0.0,0.14,0.0,0.0,0.0,0.57,0.0,0.14,0.0,0.0,0.0,0.43,0.0,0.0,0.14,0.0,0.0,0.43,0.0,0.14,1.0,0.0,0.14,0.0,0.0,0.0,0.14,0.14
8.B.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.A.4,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
9.A.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
9.A.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.A.69,0.0,0.0,1.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.83,0.0,1.0,0.67,0.0,1.0,0.0,0.0,0.0,0.67,0.0
9.A.70,0.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.33,0.67,0.0,0.0,1.0,0.0,0.0,0.33,0.33,0.33,1.0,0.0,0.67,0.67,0.0,0.67,0.33,0.0,0.0,0.33,0.33
9.B.1,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5
9.B.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0
9.B.21,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.B.32,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0
9.B.33,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.33,0.0,0.67,0.0,0.67,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0
9.B.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
9.B.87,0.0,0.0,0.67,0.0,0.33,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0
9.B.100,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.B.101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9.B.102,0.0,0.0,0.75,0.25,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.25,0.0,0.25,0.0,0.75,0.75,0.0,1.0,0.25,0.0,0.0,0.5,0.0
9.B.114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.B.121,0.0,0.0,0.5,0.0,0.0,0.0,0.38,0.0,0.12,0.12,0.0,0.0,0.75,0.0,0.0,0.12,0.0,0.25,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.12,0.38
9.B.124,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.5,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25
9.B.127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.B.136,0.0,0.0,0.2,0.2,0.4,0.0,1.0,0.0,0.8,0.4,0.0,0.0,0.2,0.4,0.2,0.6,0.4,0.6,0.2,0.0,0.2,1.0,0.2,0.4,0.4,0.0,0.0,0.8,0.2
9.B.142,0.0,0.0,0.44,1.0,0.0,0.0,0.33,0.0,0.11,0.33,0.0,0.11,0.11,1.0,1.0,0.11,0.0,0.44,0.11,0.11,0.44,0.33,0.56,0.22,0.0,0.0,0.11,0.0,0.33
9.B.160,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
9.B.167,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.B.169,0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.67,1.0,0.33,0.33,0.0,0.33,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.67
9.B.186,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.2,0.8,0.0,0.2,0.0,0.0,0.0,0.2,0.2
9.B.214,0.0,0.0,0.75,0.25,0.25,0.0,0.75,0.0,0.25,0.0,0.0,0.5,0.5,0.25,0.25,0.5,0.25,0.0,0.5,0.25,1.0,1.0,0.5,0.75,0.0,0.0,0.0,0.5,0.5
9.B.221,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.B.225,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9.B.237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.B.241,0.0,0.0,0.5,0.5,0.25,0.0,0.75,0.0,0.5,0.0,0.0,0.25,0.75,0.25,0.5,0.5,0.25,0.0,0.75,0.25,0.5,1.0,0.25,0.25,0.25,0.0,0.0,0.5,0.75
9.B.265,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
9.B.334,0.0,0.0,0.95,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.B.357,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9.B.365,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.B.429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
